pH,EC,CO3,HCO3,Cl,SO4,NO3,Ca,Mg,Na,K,F,tds,Actual_WQI,Predicted_WQI,Calculated_WQI,Classification
7.9,1300.0,0.0,172.0,136.0,26.0,30.0,106.0,13.0,78.0,23.1,0.92,845,315.7842,325.46393214799997,376.07,"Very Poor (Not suitable for drinking, high risk)"
7.68,806.0,0.0,262.3,78.1,35.0,69.6,56.0,14.5,80.0,15.0,0.73,608,231.86322,228.67593100000016,266.654,Poor (Needs purification before use)
7.69,697.0,0.0,191.0,94.0,28.0,23.0,48.0,17.0,69.0,3.2,0.86,418,178.38486,180.0602869860001,189.007,Moderate (Filtration required)
8.28,458.0,0.0,221.4,3.5,22.5,18.9,20.0,21.9,33.6,0.7,1.59,54,89.17152,87.11848869999996,36.653999999999996,Excellent (Safe for drinking)
5.92,31.0,0.0,16.0,5.15,3.72,5.9,2.1,2.6,6.23,1.05,0.01,258,44.79113,44.038237900000006,106.386,Moderate (Filtration required)
8.0,1570.0,0.0,512.0,255.0,1.4,4.5,28.0,90.0,152.0,9.4,0.5,854,382.1727,378.9154733480001,379.4,"Very Poor (Not suitable for drinking, high risk)"
7.79,1660.0,0.0,671.2,142.8,62.7,35.0,92.0,52.4,145.5,49.4,0.35,1181,458.86596,455.23181800000003,518.057,Highly Polluted (Not for any domestic use)
8.0,1431.0,0.0,119.0,60.0,5.0,14.0,116.0,10.0,10.0,2.3,0.21,930,322.5928,342.00022424999975,412.2,"Severely Contaminated (Avoid drinking, high health risk)"
7.87,712.0,0.0,232.0,96.0,20.0,0.0,80.0,36.0,24.0,3.0,0.02,455,184.71818,187.3146919079999,219.161,Poor (Needs purification before use)
7.6,646.0,0.0,71.0,69.0,62.0,47.0,20.0,38.0,22.0,0.81,1.26,420,163.81676,165.217611277,187.68,Moderate (Filtration required)
7.76,786.0,0.0,305.0,43.0,28.0,58.0,62.0,28.0,56.0,0.2,0.81,462,205.46184,202.51846184400017,214.12800000000001,Poor (Needs purification before use)
7.39,182.0,0.0,18.0,39.0,0.0,22.0,10.0,5.0,17.0,4.0,1.08,109,47.13346,47.205506736000004,50.317,"Beyond Measurement (Immediate action required, potential disaster)"
8.33,426.0,66.0,79.0,18.0,12.0,2.3,32.0,3.9,40.0,4.2,1.37,255,100.44582,109.01169738000003,115.26899999999999,Moderate (Filtration required)
8.31,288.0,9.0,122.1,31.9,11.1,11.5,38.0,3.6,17.7,11.7,0.08,181,79.72854,78.08737578200001,87.373,Good (Minor treatment needed)
8.0,430.0,0.0,244.0,21.0,13.0,2.0,52.0,17.0,18.0,0.22,0.34,288,120.14332,117.97088275799993,138.3,Moderate (Filtration required)
7.59,810.0,0.0,262.0,135.0,12.0,11.0,52.0,27.0,80.0,1.0,0.88,1126,299.64526,303.56423900000004,476.377,"Severely Contaminated (Avoid drinking, high health risk)"
7.52,700.0,0.0,254.0,74.0,27.0,15.0,42.0,18.0,88.0,3.2,0.36,455,187.21048,186.86675989799988,202.256,Poor (Needs purification before use)
7.64,2950.0,0.0,458.0,432.0,284.0,316.0,192.0,151.0,173.0,23.8,0.65,1852,782.05976,773.2721303300001,845.9920000000001,Highly Polluted (Not for any domestic use)
7.02,180.0,0.0,18.0,14.0,11.0,14.0,2.0,1.0,22.0,3.0,0.0,108,44.31528,44.79638107599999,46.206,Excellent (Safe for drinking)
7.97,386.9,0.0,262.3,28.4,0.5,2.2,108.0,19.4,15.0,1.6,0.39,939,212.32618,201.6559151999999,416.211,"Severely Contaminated (Avoid drinking, high health risk)"
8.08,620.0,0.0,293.0,78.0,9.0,0.0,20.0,58.0,31.0,4.7,0.32,372,162.56332,162.20971151299997,174.62400000000002,Moderate (Filtration required)
7.7,866.0,0.0,305.0,156.0,0.0,3.0,30.0,59.0,75.0,3.0,0.38,554,226.7628,224.55529911499994,250.61,Poor (Needs purification before use)
8.01,2670.0,0.0,695.0,348.0,233.0,29.0,14.0,208.0,168.0,41.0,0.36,1736,692.18414,681.3848025600003,763.4030000000001,Highly Polluted (Not for any domestic use)
7.66,590.0,0.0,342.0,14.0,8.0,0.0,24.0,29.0,63.0,5.0,0.41,354,156.34724,157.96173161599998,159.798,Moderate (Filtration required)
7.88,451.0,0.0,256.0,21.0,0.0,0.0,24.0,36.0,15.0,4.5,0.11,270,118.26332,120.41779520800003,128.364,Moderate (Filtration required)
7.89,989.0,0.0,226.0,181.0,36.0,17.0,80.0,39.0,78.0,20.0,0.54,593,251.16646,251.39707243599995,275.267,Poor (Needs purification before use)
5.8,348.0,0.0,48.816,56.72,12.5,75.0,16.0,19.4432,19.9,9.4,0.1,208,94.4148488,90.053862205,95.57296,Good (Minor treatment needed)
8.0,1771.0,0.0,342.0,291.0,43.0,76.0,28.0,90.0,160.0,2.27,2.3,1187,456.12212,467.64003491799997,512.6,Highly Polluted (Not for any domestic use)
7.4,808.0,0.0,159.0,132.0,15.0,45.0,103.0,23.0,20.0,1.2,0.2,525,208.9168,206.88748245399998,250.01999999999998,Poor (Needs purification before use)
8.01,5650.0,0.0,488.0,1602.0,130.0,74.0,128.0,238.0,718.0,7.0,0.41,1126,1066.42914,1075.199459599999,562.6030000000001,Highly Polluted (Not for any domestic use)
7.68,318.0,0.0,122.0,28.0,19.0,4.2,32.0,5.0,21.0,8.3,0.28,213,86.84592,88.13617963999995,98.604,Good (Minor treatment needed)
7.9,272.0,0.0,79.0,28.0,26.0,3.0,32.0,5.0,16.0,1.0,0.3,900,176.0886,179.97065300000006,373.47,"Very Poor (Not suitable for drinking, high risk)"
8.08,1069.0,0.0,366.0,114.0,35.0,17.0,28.0,36.0,135.0,18.4,0.14,716,284.17152,286.9605291229999,308.024,"Very Poor (Not suitable for drinking, high risk)"
8.0,1296.0,0.0,598.0,106.0,41.0,35.0,28.0,39.0,220.0,8.05,1.1,868,358.6388,352.3507323589999,369.70000000000005,"Very Poor (Not suitable for drinking, high risk)"
8.2,748.0,0.0,305.0,78.0,35.0,4.9,76.0,27.0,47.0,7.7,0.2,501,203.6337,201.59021292999986,233.76000000000002,Poor (Needs purification before use)
7.86,2365.0,0.0,671.0,397.6,65.1,3.9,162.0,98.4,145.4,43.3,0.78,321,438.95774,452.30862239999993,208.878,Poor (Needs purification before use)
7.76,1200.0,0.0,445.0,113.0,60.0,66.0,74.0,40.0,91.0,74.0,0.56,791,329.65264,321.8521274579999,352.928,"Very Poor (Not suitable for drinking, high risk)"
7.13,848.0,0.0,353.8,71.0,13.5,9.0,110.0,24.3,17.0,2.4,1.0,919,276.31172,277.49801164000024,410.02900000000005,"Severely Contaminated (Avoid drinking, high health risk)"
8.57,330.0,41.0,87.9,36.7,7.7,13.5,31.0,10.6,32.9,3.3,0.09,487,125.88098,130.1443415,209.851,Poor (Needs purification before use)
7.9,657.0,0.0,280.0,32.0,22.0,29.0,49.0,30.0,36.0,0.6,0.7,427,176.0512,175.78313193399993,196.87,Moderate (Filtration required)
7.21,1031.0,0.0,354.0,92.0,49.0,39.0,68.0,34.0,86.0,8.9,0.78,670,273.84934,271.50861226399996,300.76300000000003,"Beyond Measurement (Immediate action required, potential disaster)"
6.3,350.0,0.0,37.9,50.35,3.48,49.2,19.3,0.0,34.79,13.29,0.19,72,69.75643,73.2807742,36.480000000000004,Excellent (Safe for drinking)
7.6,1034.0,0.0,224.0,117.0,10.0,115.0,113.0,26.0,28.0,7.5,1.11,662,269.5104,271.0975297379999,308.78,"Very Poor (Not suitable for drinking, high risk)"
8.12,580.7,0.0,231.9,28.4,18.9,27.8,56.1,10.9,39.6,1.6,0.21,743,207.71308,206.2641312000001,319.736,"Very Poor (Not suitable for drinking, high risk)"
7.76,565.0,0.0,226.0,64.0,2.0,5.0,22.0,15.0,71.0,3.0,0.0,318,142.55164,142.71993218,140.628,Moderate (Filtration required)
7.4,1266.0,0.0,445.446,148.89,29.0,52.2,32.0,53.4688,145.1,6.2,1.2,759,327.5225912,325.9929444400001,331.46064000000007,"Very Poor (Not suitable for drinking, high risk)"
7.93,1056.0,0.0,317.3,102.8,69.3,63.9,20.0,64.4,94.2,2.8,1.04,401,240.19272,238.62216833599982,188.099,Moderate (Filtration required)
7.872,1676.0,0.0,305.0,345.0,10.0,92.0,120.0,68.0,115.0,5.2,0.39,1089,433.522608,431.76619228000004,494.3616,"Severely Contaminated (Avoid drinking, high health risk)"
8.28,715.2,0.0,323.3,39.0,47.3,0.0,28.0,32.8,84.6,3.0,0.27,128,144.77352,143.48045047999994,71.924,Good (Minor treatment needed)
8.02,566.0,0.0,232.0,57.0,22.0,42.0,48.0,34.0,35.0,0.94,0.28,379,158.72892,155.06556399999997,178.606,Moderate (Filtration required)
8.4,3796.0,162.0,403.0,756.0,0.0,30.0,30.0,25.0,497.0,99.0,0.16,2429,921.3206,960.0086398380002,990.62,Highly Polluted (Not for any domestic use)
8.07,1619.0,0.0,574.0,127.0,10.0,32.0,88.0,34.0256,14.0,2.0,0.54,252,294.4167224,298.82409139199973,139.82868000000002,Moderate (Filtration required)
8.6,430.0,27.0,110.0,32.0,33.0,21.0,32.0,24.0,20.0,0.0,3.9,258,109.4654,112.31413213200003,122.58,Moderate (Filtration required)
7.8,608.0,0.0,171.0,57.0,38.0,49.0,72.0,22.0,16.0,0.79,0.31,407,164.97144,165.21752247599997,193.34,Moderate (Filtration required)
7.9,2440.0,0.0,488.0,387.0,211.0,54.0,78.0,44.0,274.0,198.0,2.0,608,505.0366,497.41388000000023,282.17,Poor (Needs purification before use)
8.39,627.0,12.0,295.2,23.7,22.9,0.0,22.0,26.7,71.6,1.9,0.36,156,130.94856,130.93909361200005,79.527,Good (Minor treatment needed)
8.8,466.0,48.0,183.0,28.0,4.0,1.64,12.0,32.0,47.5,2.0,0.17,262,114.85322,114.72261244000009,120.64000000000001,Moderate (Filtration required)
7.63,450.0,0.0,48.8,66.6,6.65,41.6,17.7,7.1,45.5,19.7,0.0,270,112.30932,112.50852775599996,117.729,Moderate (Filtration required)
7.39,789.0,0.0,67.0,202.0,24.0,14.0,22.0,13.0,125.0,2.1,2.3,473,195.12506,199.10305978900016,201.91700000000003,Poor (Needs purification before use)
7.7,1586.0,0.0,107.0,218.0,53.0,42.0,182.0,43.0,34.0,8.2,0.33,1031,383.025,398.6364130860001,482.21000000000004,"Severely Contaminated (Avoid drinking, high health risk)"
8.0,472.0,0.0,159.0,57.0,33.5,0.1,36.0,19.0,28.0,12.0,1.1,283,122.4023,124.53102084999996,132.10000000000002,Moderate (Filtration required)
7.38,280.0,0.0,91.5,15.0,11.4,18.6,12.0,2.4,40.2,1.2,0.59,1181,217.85212,214.10946380000013,478.934,"Severely Contaminated (Avoid drinking, high health risk)"
7.9,1664.0,0.0,339.0,297.0,24.0,86.0,141.0,10.0,199.0,2.9,0.47,1082,434.837,434.3864143110001,480.47,"Severely Contaminated (Avoid drinking, high health risk)"
7.33,1285.0,0.0,430.0,94.0,75.0,85.0,142.0,10.0,110.0,2.3,0.44,771,337.98042,334.42879575800015,356.19900000000007,"Very Poor (Not suitable for drinking, high risk)"
7.74,612.0,0.0,354.0,10.7,5.7,0.0,36.0,30.0,37.4,3.7,0.34,480,176.55396,175.447633,214.122,Poor (Needs purification before use)
7.39,625.0,0.0,261.0,20.0,32.0,35.0,80.0,16.0,19.0,1.1,0.32,375,164.64106,164.06247949000004,181.017,Moderate (Filtration required)
8.38,300.0,12.0,49.0,18.0,53.0,17.0,8.0,2.0,50.0,2.0,0.6,180,78.50032,77.08664832,77.514,Good (Minor treatment needed)
7.7,820.0,0.0,427.1,31.9,17.5,3.4,36.0,31.6,83.0,0.7,2.7,1181,312.8996,313.45909000000006,494.99,"Severely Contaminated (Avoid drinking, high health risk)"
7.99,696.2,0.0,286.8,28.4,28.7,52.0,16.0,57.1,26.4,1.3,0.8,749,229.28776,223.45465019999995,323.927,"Very Poor (Not suitable for drinking, high risk)"
6.92,529.0,0.0,134.2,85.2,8.2,38.1,32.0,34.1,10.8,19.4,0.2,1126,251.86288,253.67979860000003,472.30600000000004,"Severely Contaminated (Avoid drinking, high health risk)"
8.1,940.0,0.0,403.0,107.0,45.0,12.0,112.0,41.0,31.0,0.85,0.31,630,258.177,254.34328380400007,300.33,"Beyond Measurement (Immediate action required, potential disaster)"
7.95,1023.0,0.0,397.0,110.0,8.0,7.0,70.0,32.8104,4.11,1.0,0.28,26,171.9770716,181.47478090400008,43.628119999999996,Excellent (Safe for drinking)
8.15,1145.0,0.0,488.0,64.0,79.0,0.0,12.0,28.0,192.0,12.0,0.35,489,270.8181,267.3131858,210.04500000000002,Poor (Needs purification before use)
7.62,1409.0,0.0,238.0,199.0,182.0,39.0,56.0,73.0,96.0,34.0,0.71,1126,398.74068,398.00035930000007,491.386,"Severely Contaminated (Avoid drinking, high health risk)"
7.5,1950.0,0.0,207.0,560.0,20.0,4.0,108.0,56.0,220.0,2.66,0.36,1307,499.29896,505.18986257499984,574.2500000000001,Highly Polluted (Not for any domestic use)
7.37,2838.0,0.0,476.0,511.0,231.0,134.0,84.0,131.0,300.0,6.5,0.87,1901,752.18218,742.44703566,827.1110000000001,Highly Polluted (Not for any domestic use)
7.4,1352.0,0.0,315.0,123.0,26.0,38.0,102.0,14.0,69.0,6.04,0.77,879,337.17384,346.48914071900003,388.62000000000006,"Very Poor (Not suitable for drinking, high risk)"
7.5,899.0,0.0,107.0,114.0,14.1,8.0,126.0,13.0,30.0,3.4,0.02,584,218.0416,226.40729679999993,277.55,Poor (Needs purification before use)
7.62,1330.0,0.0,427.0,127.8,92.0,2.4,72.0,43.8,126.6,2.8,0.54,1126,384.61388,391.9525940000001,487.42600000000004,"Severely Contaminated (Avoid drinking, high health risk)"
8.5,705.0,36.0,122.0,83.0,70.0,27.0,39.0,26.0,65.0,22.0,0.48,1629,351.531,366.0731606,673.65,Highly Polluted (Not for any domestic use)
7.78,1520.0,0.0,573.6,172.1,25.7,8.4,54.0,41.0,182.3,12.6,0.54,1181,426.62342,425.13049904000013,503.23400000000004,Highly Polluted (Not for any domestic use)
7.47,1638.0,0.0,687.0,106.0,48.0,32.0,92.0,64.0,139.0,5.2,0.35,982,421.47378,424.21557867899986,441.841,"Severely Contaminated (Avoid drinking, high health risk)"
7.9,637.3,0.0,262.51,74.45,40.25,10.23,48.04,14.54,99.31,9.01,0.55,181,143.71042,143.09546692799998,93.54400000000001,Good (Minor treatment needed)
7.79,860.3,0.0,262.4,60.3,62.0,4.1,66.1,40.1,21.0,0.7,0.52,569,221.77856,229.77953021400003,261.797,Poor (Needs purification before use)
7.1,810.0,0.0,195.0,121.0,44.0,39.0,40.0,27.0,80.0,7.16,0.42,543,216.50336,218.12998179200002,239.43,Poor (Needs purification before use)
7.1,1078.0,0.0,439.0,88.0,30.0,20.0,92.0,16.0,110.0,1.0,0.63,597,272.6484,272.77133659999987,273.33,Poor (Needs purification before use)
7.21,1010.0,0.0,309.0,98.0,28.0,89.0,85.0,45.0,45.0,1.3,0.71,606,262.27274,262.97450915999997,283.563,Poor (Needs purification before use)
8.16,317.0,0.0,171.0,14.0,0.0,0.0,20.0,13.0,28.0,1.0,1.13,183,82.31624,85.33611723399994,85.548,Good (Minor treatment needed)
8.26,897.0,0.0,232.0,142.0,48.0,0.0,28.0,36.0,95.0,20.0,1.07,538,226.84864,226.82067386800006,236.87800000000001,Poor (Needs purification before use)
7.3,639.0,0.0,244.0,56.7,47.0,39.0,68.0,40.1,18.0,12.1,0.8,1126,278.1399,273.27463839999996,485.02000000000004,"Severely Contaminated (Avoid drinking, high health risk)"
7.84,356.0,0.0,177.0,17.0,8.0,6.0,38.0,7.0,26.0,1.6,0.25,231,96.88936,96.89542277399998,108.25200000000001,Moderate (Filtration required)
7.03,122.0,0.0,26.84,22.72,4.3,10.7,8.8176,2.432,11.1,2.36,0.18,73,32.7602712,31.794401948000008,34.68388,Excellent (Safe for drinking)
8.02,1245.0,0.0,329.0,75.0,180.0,75.0,134.0,15.0,98.0,8.2,0.0,809,338.27848,326.6745097670001,370.706,"Very Poor (Not suitable for drinking, high risk)"
7.91,910.0,0.0,451.0,57.0,1.4,4.9,36.0,34.0,88.0,25.0,0.92,523,233.43024,232.991517488,232.573,Poor (Needs purification before use)
7.47,333.0,0.0,195.0,14.0,0.0,14.0,40.0,15.0,15.0,0.4,0.4,223,94.27098,91.70916474080002,107.941,Moderate (Filtration required)
7.45,869.0,0.0,470.0,71.0,0.0,1.0,46.0,55.0,52.0,3.0,0.6,556,233.4413,229.33866293099982,254.935,Poor (Needs purification before use)
8.7,3486.0,48.0,342.0,596.0,524.0,11.0,28.0,170.0,475.0,9.0,1.07,183,599.5988,634.0801474,135.21,Moderate (Filtration required)
6.52,1450.0,0.0,415.0,256.0,19.0,0.44,100.0,32.0,162.0,15.0,1.09,870,367.0522,372.60242182699994,389.55600000000004,"Very Poor (Not suitable for drinking, high risk)"
7.55,588.0,0.0,311.0,14.2,21.9,0.3,32.0,29.0,39.5,3.0,0.05,604,189.8121,189.63369179999987,262.165,Poor (Needs purification before use)
6.71,200.0,0.0,14.64,42.6,2.3,10.7,8.8176,1.9456,20.16,5.5,0.23,120,49.4514256,50.27222266300001,53.24196,Good (Minor treatment needed)
8.24,437.0,0.0,215.3,45.1,0.05,0.258,34.0,11.526,40.541,2.06,0.322,284,118.504705,118.14612028999998,129.7298,Moderate (Filtration required)
7.71,634.0,0.0,512.0,39.0,0.0,2.0,40.0,57.0,40.0,2.0,0.35,406,185.20994,172.0450575940001,193.813,Moderate (Filtration required)
7.35,1535.0,0.0,358.0,248.0,62.0,49.0,55.0,81.0,129.0,3.7,0.48,921,386.6421,390.8402153240003,411.40500000000003,"Severely Contaminated (Avoid drinking, high health risk)"
7.9,4492.0,0.0,879.0,908.0,227.0,13.0,96.0,158.0,544.0,113.0,0.66,3010,1171.7736,1156.58328772,1282.57,Extremely Polluted (Only suitable for industrial use)
7.35,4450.0,0.0,482.0,1121.8,127.0,233.8,220.0,141.1,451.5,21.1,1.68,1126,898.2891,872.9476612799999,560.9350000000001,Highly Polluted (Not for any domestic use)
7.8,879.0,0.0,196.0,50.0,30.0,30.0,59.0,13.0,32.0,0.03,0.02,571,217.11988,221.07762941499996,252.34,Poor (Needs purification before use)
7.44,770.0,0.0,231.9,106.4,28.3,3.9,60.1,35.2,27.4,0.8,0.28,173,152.24136,157.06595018000002,100.022,"Beyond Measurement (Immediate action required, potential disaster)"
7.2,346.0,0.0,134.0,28.0,21.0,3.5,24.0,15.0,17.0,16.0,0.51,232,93.8933,94.91245178999999,106.66000000000001,Moderate (Filtration required)
7.4,1399.0,0.0,299.0,241.4,102.2,0.8,108.0,62.0,77.9,3.3,0.31,366,283.2819,291.7094513,199.62,Moderate (Filtration required)
8.37,1110.0,21.0,397.0,99.0,78.0,13.0,128.0,19.0,54.0,22.0,3.43,666,288.14018,287.53668350399994,313.0110000000001,"Very Poor (Not suitable for drinking, high risk)"
7.51,328.0,0.0,183.0,14.0,5.0,0.0,36.0,12.0,12.0,3.8,0.44,196,87.07494,86.42060952799999,95.053,Good (Minor treatment needed)
6.91,414.0,0.0,226.0,18.0,3.0,4.0,28.0,28.0,8.0,1.0,0.62,227,105.25674,104.5881921,109.673,Moderate (Filtration required)
7.9,1203.0,0.0,244.0,241.0,83.0,32.0,80.0,48.64,105.0,0.9,0.34,806,320.88856,321.29720547199986,363.362,"Very Poor (Not suitable for drinking, high risk)"
7.68,2210.0,0.0,634.0,270.0,125.0,66.0,180.0,36.0,185.0,52.0,0.42,1326,568.37652,563.3156332420004,597.5039999999999,Highly Polluted (Not for any domestic use)
8.1,871.0,0.0,256.0,107.0,92.5,0.2,48.0,32.0,73.0,23.0,0.6,522,225.583,226.872163741,235.23000000000002,Poor (Needs purification before use)
7.75,740.0,0.0,323.0,45.0,28.0,15.0,82.0,22.0,42.0,1.3,0.3,597,215.3223,213.0111618,272.325,Poor (Needs purification before use)
7.9,1171.0,0.0,457.7,67.4,90.8,17.4,56.1,26.7,153.1,0.9,0.59,593,289.7591,288.1415412000001,264.41,Poor (Needs purification before use)
7.73,1195.0,0.0,305.0,216.6,31.1,7.1,86.0,45.0,73.0,12.4,0.53,138,217.26372,214.72005204799996,96.819,Good (Minor treatment needed)
6.9,5350.0,0.0,457.7,1169.9,405.0,280.3,601.0,24.3,483.0,18.4,0.19,1181,1068.5092,1023.9740888799993,662.06,Highly Polluted (Not for any domestic use)
7.8,553.0,0.0,299.0,28.0,15.0,2.0,78.0,10.0,33.0,3.2,0.29,331,148.1484,146.69205448999992,161.14000000000001,Moderate (Filtration required)
7.8,1170.0,0.0,549.0,72.0,23.0,10.0,6.0,2.0,265.0,1.5,0.54,597,292.6412,290.9494518000002,243.54000000000002,Poor (Needs purification before use)
8.34,1020.0,18.0,366.0,50.0,44.0,12.0,76.0,29.0,45.0,11.0,1.56,612,255.52076,260.7158385080001,278.802,Poor (Needs purification before use)
7.9,448.1,0.0,219.7,14.2,16.3,14.5,36.1,18.2,23.7,1.1,0.38,775,190.8215,188.06919579999993,328.66,"Very Poor (Not suitable for drinking, high risk)"
7.31,1488.0,0.0,488.0,161.0,28.0,97.0,124.0,23.0,148.0,5.3,1.0,892,387.31014,383.15851253699987,403.093,"Severely Contaminated (Avoid drinking, high health risk)"
7.48,560.0,0.0,171.0,35.0,19.0,52.0,56.0,17.0,25.0,0.8,0.11,364,149.17952,149.50939680800002,169.744,Moderate (Filtration required)
7.06,120.0,0.0,18.0,21.0,9.0,4.0,2.0,1.0,23.0,1.0,0.12,72,31.22484,30.84291462400001,31.817999999999998,Excellent (Safe for drinking)
7.09,737.0,0.0,378.2,21.3,6.6,1.8,84.0,18.2,28.0,3.7,0.76,312,171.91486,175.58776880000002,157.58700000000002,Moderate (Filtration required)
8.7,2212.0,45.0,325.0,375.0,185.0,65.0,248.0,44.0,186.0,12.0,1.6,1327,559.8218,560.7754305310004,621.0100000000001,Highly Polluted (Not for any domestic use)
6.93,77.0,0.0,9.76,14.2,5.67,4.6,6.4128,0.4864,3.4,3.9,0.0,46,20.2912552,21.38332653199999,22.54876,Excellent (Safe for drinking)
7.69,5200.0,0.0,610.0,993.0,350.0,396.0,192.0,175.0,598.0,6.0,0.56,3083,1318.67266,1273.467032199999,1345.607,Extremely Polluted (Only suitable for industrial use)
7.98,679.0,0.0,244.0,64.0,25.0,23.0,28.0,27.0,70.0,0.5,0.65,455,182.35472,185.45154822,200.894,"Beyond Measurement (Immediate action required, potential disaster)"
7.5,1358.0,0.0,301.0,220.0,13.0,90.0,146.0,36.0,64.0,10.6,0.47,814,344.8086,350.569907774,382.45000000000005,"Very Poor (Not suitable for drinking, high risk)"
7.6,2109.0,0.0,470.0,233.0,200.0,43.0,194.0,26.0,200.0,3.6,0.1,1371,549.766,557.341009755,616.68,Highly Polluted (Not for any domestic use)
7.6,181.0,0.0,71.0,10.0,12.0,1.0,14.0,6.0,9.0,1.8,0.11,118,48.4132,48.428713331000026,55.480000000000004,Good (Minor treatment needed)
6.9,1494.0,0.0,237.978,255.24,66.0,156.5,128.0,53.4688,89.3,5.0,0.3,896,385.6355432,379.15155812200004,414.91064,"Severely Contaminated (Avoid drinking, high health risk)"
7.4,1233.0,0.0,83.0,141.0,43.0,43.0,24.0,27.0,61.0,5.57,0.63,801,292.11752,309.33223563599995,337.9200000000001,"Very Poor (Not suitable for drinking, high risk)"
8.0,637.0,0.0,330.0,10.6,13.0,11.0,52.0,33.0,21.0,2.2,0.42,414,170.2938,171.35684920600008,193.50000000000003,Moderate (Filtration required)
7.53,662.0,0.0,317.0,21.3,32.0,1.8,40.0,32.0,44.2,3.1,0.29,232,148.33862,144.78660493599992,116.659,Moderate (Filtration required)
7.7,1123.0,0.0,372.0,62.0,65.0,73.0,112.0,11.0,102.0,1.9,0.05,730,300.9562,299.40072409999993,331.21,"Very Poor (Not suitable for drinking, high risk)"
7.36,127.0,0.0,9.76,22.72,1.71,18.6,6.4128,2.9184,5.68,4.02,0.6,76,32.8286832,33.452084279999994,35.407360000000004,Excellent (Safe for drinking)
8.3,1414.0,60.0,244.0,178.0,26.0,74.0,40.0,61.0,160.0,17.0,1.54,848,347.3132,360.76656099999985,371.99000000000007,"Very Poor (Not suitable for drinking, high risk)"
7.03,110.0,0.0,36.6,10.6,2.0,2.0,4.0,3.6,12.0,0.9,0.02,608,105.92142,106.07922360000008,247.58900000000003,Poor (Needs purification before use)
7.49,742.0,0.0,243.0,80.0,16.0,23.0,54.0,23.0,63.0,1.5,0.51,445,189.35586,190.73416302399997,203.347,Poor (Needs purification before use)
7.01,869.0,0.0,184.0,130.0,39.0,55.0,62.0,34.0,60.0,2.2,0.29,521,221.66834,220.5936047609999,239.303,Poor (Needs purification before use)
7.83,660.2,0.0,274.6,35.5,23.6,29.3,58.1,30.4,26.8,0.5,0.38,608,202.35002,200.46907900000014,272.099,Poor (Needs purification before use)
8.06,374.7,0.0,177.0,21.3,26.0,10.3,36.1,20.7,11.9,0.7,0.29,532,144.52484,141.31144200000008,232.258,Poor (Needs purification before use)
6.99,82.0,0.0,29.28,9.94,3.7,6.0,8.8176,1.4592,2.2,3.9,0.26,49,22.6859,22.449606503999988,24.780040000000003,Excellent (Safe for drinking)
7.33,772.0,0.0,237.978,31.86,129.3,5.0,70.0,29.1648,34.56,4.6,0.02,501,205.9525872,203.23651754300008,232.34844,Poor (Needs purification before use)
